시도,시군,업종,업소명,연락처,주소,메뉴1,가격1,메뉴2,가격2,메뉴3,가격3,메뉴4,가격4
강원특별자치도,강릉시,한식,빨강돈가스,,강원특별자치도 강릉시 지변길 49,돈가스,6900,,,,,,
강원특별자치도,강릉시,한식,스마일식당,033-645-6888,강원특별자치도 강릉시 경강로2255번길 7(포남동),백반,7000,오징어볶음,8000,,,,
강원특별자치도,강릉시,미용업,강남미용실,033-641-5620,강원특별자치도 강릉시 토성로 92,여성커트,10000,파마,25000,,,,
강원특별자치도,강릉시,한식,육달 막국수,033-643-2400,"강원특별자치도 강릉시 사임당로 131, 2동 109호",물막국수,8500,비빔막국수,9000,,,,
강원특별자치도,강릉시,한식,숯불삼삼오오갈비,033-645-3355,"강원특별자치도 강릉시 성덕포남로174번길 3, 1층",돼지갈비,14000,생오겹살,15000,,,,
강원특별자치도,강릉시,세탁업,스노우세탁공장,,강원특별자치도 강릉시 강변로692번길 28,정장한벌,5000,오리털점퍼,5000,,,,
강원특별자치도,강릉시,중식,강릉반점,033-653-2457,강원특별자치도 강릉시 강변로470번길 19,자장면,5000,짬뽕,7000,,,,
강원특별자치도,강릉시,미용업,서연헤어,033-645-6546,강원특별자치도 강릉시 임영로 162,염색,18000,,,,,,
강원특별자치도,강릉시,한식,한섬구이,033-645-0332,"강원특별자치도 강릉시 강변로 364, 1층 104호",냉동삼겹살(180g),10000,생삼겹살(180g),12000,대패삼겹살(180g),10000,"한우토시살, 제비추리(180g)",28000
강원특별자치도,강릉시,중식,화(火)짬뽕대통령,033-661-0454,"강원특별자치도 강릉시 경강로 2266, 1층",유니짜장,5000,,,,,,
강원특별자치도,강릉시,한식,개두릅장칼국수,033-647-9941,강원특별자치도 강릉시 사천면 미노길 56-1,개두릅장칼국수,7000,개두릅해물칼국수,7000,개두릅콩국수,7000,,
강원특별자치도,강릉시,중식,강릉짬뽕회관,033-647-8411,"강원특별자치도 강릉시 성덕로 336, 가동 1층 101호",짜장면,4000,짬뽕,7000,,,,
강원특별자치도,강릉시,한식,교동소머리곰탕,033-645-3744,"강원특별자치도 강릉시 정원로 81, 1층",우거지해장국,7000,한우소머리곰탕,10000,,,,
강원특별자치도,강릉시,한식,돈뚜막,033-920-2149,"강원특별자치도 강릉시 하슬라로232번길 7-13, 1층",치킨덮밥,8000,우삼겹덮밥,8900,메밀소바,7900,,
강원특별자치도,강릉시,한식,콜롬보식당,033-642-2543,강원특별자치도 강릉시 중앙시장3길 32(성남동),갈매기살(200g),12000,삼겹살(200g),12000,,,,
강원특별자치도,동해시,한식,한아름칼국수,033-532-4954,강원특별자치도 동해시 발한복개로 30-1,홍합칼국수,6000,홍합장칼국수,6000,메밀칼국수,6000,,
강원특별자치도,동해시,한식,삼송갈비,033-522-4077,강원특별자치도 동해시 송정로 39,돼지갈비,14000,,,,,,
강원특별자치도,동해시,한식,동해닭갈비,033-522-6868,강원특별자치도 동해시 효자남길 36,무뼈닭갈비,12000,닭갈비,11000,,,,
강원특별자치도,동해시,이용업,항골이용원,033-532-1820,강원특별자치도 동해시 항골길 52,커트,10000,염색,10000,커트+면도,14000,,
강원특별자치도,동해시,한식,웰빙주먹밥,033-521-1536,강원특별자치도 동해시 효자남길 33-20,주먹밥,1500,우동,5000,미니 돈가스,5000,,
강원특별자치도,동해시,한식,오대게,033-532-0057,강원특별자치도 동해시 일출로 88,오대게라면,8000,오대게칼국수,9000,가자미회국수,10000,,
강원특별자치도,동해시,한식,우리칼국수,033-533-4784,강원특별자치도 동해시 시장안길 35,매콤장칼국수,6000,칼만두국,6000,들깨칼국수,7000,,
강원특별자치도,동해시,미용업,김유진헤어샵,033-534-2456,강원특별자치도 동해시 수원지2길 17-2,커트(학생),10000,커트,12000,펌,30000,,
강원특별자치도,동해시,한식,구울래머글래,033-535-5888,강원특별자치도 동해시 천곡로 24,생삼겹살,12000,뒷덜미살,14000,생가브리살,14000,,
강원특별자치도,동해시,한식,닭갈비천국,033-533-9753,강원특별자치도 동해시 천곡로 68,닭갈비,11000,닭삼,12000,치즈닭갈비,13000,,
강원특별자치도,동해시,미용업,미앤미헤어샵,033-533-8796,강원특별자치도 동해시 동굴로 15,커트,10000,염색,20000,펌,20000,,
강원특별자치도,동해시,한식,장터뚜구리,033-535-7755,강원특별자치도 동해시 감추3길 36,장칼국수,7000,두부전골,7000,청국장,8000,,
강원특별자치도,동해시,양식,ROCOCO,033-521-4785,강원특별자치도 동해시 청운로 90,샐러드와 수제등심돈가스,9500,샐러드와 수제함박,11500,ROCOCO정식,17000,,
강원특별자치도,동해시,한식,석촌,033-535-2516,강원특별자치도 동해시 천곡1길 43,비빔밥,7000,돌솥비빔밥,7000,낚지볶음,10000,,
강원특별자치도,동해시,한식,흥부네찜,033-535-5802,강원특별자치도 동해시 발한복개로 28,홍합장칼국수,6000,홍합칼국수,6000,칼국수,5000,,
강원특별자치도,동해시,한식,춘식이네찜나라,033-532-2629,강원특별자치도 동해시 발한로 238,해물찜,25000,대구뽈찜,25000,아귀찜,25000,,
강원특별자치도,동해시,한식,꽃림이네찜,033-521-5131,강원특별자치도 동해시 전천로 127,아귀찜(중),35000,가오리찜(중),35000,알곤이찜(중),35000,,
강원특별자치도,동해시,한식,삼삼마을,033-532-9803,강원특별자치도 동해시 가마골길 42-16,장칼국수,5000,잔치국수,5000,비빔국수,7000,,
강원특별자치도,동해시,기타요식업,런던브라우니,033-535-7893,강원특별자치도 동해시 동굴로 61-18,아메리카노,2000,생강차,2000,유자차,2000,,
강원특별자치도,동해시,일식,진가네회포차,033-535-5525,"강원특별자치도 동해시 임항로 28, 1층",모듬회(소),37000,모듬회(중),47000,매운탕,20000,,
강원특별자치도,동해시,기타요식업,하이바이,,강원특별자치도 동해시 일출로 279,아메리카노,1400,주스,2800,티,2700,,
강원특별자치도,동해시,일식,회생각포차,033-532-9295,"강원특별자치도 동해시 충혼길 3, 1층",모듬회(소),30000,모듬회(중),40000,모듬회(대),50000,,
강원특별자치도,동해시,한식,장모님닭계장,033-532-3279,"강원특별자치도 동해시 중앙로 234, 65호",닭계장,8000,닭곰탕,9000,,,,
강원특별자치도,동해시,세탁업,스마일세탁공장,033-522-4782,강원특별자치도 동해시 동해역길 11,양복상하의,12000,양장상하의,12000,패딩,10000,,
강원특별자치도,동해시,미용업,장미미용타운,033-521-6291,강원특별자치도 동해시 대동로 136,커트,13000,펌,30000,,,,
강원특별자치도,동해시,한식,상봉식당,033-532-2621,강원특별자치도 동해시 천곡2길 3-1,비빔밥,7000,김치찌개,8000,된장찌개,8000,,
강원특별자치도,동해시,한식,예가네닭칼국수,033-533-1712,강원특별자치도 동해시 천곡2길 3,닭칼국수,9000,장닭칼국수,9000,,,,
강원특별자치도,동해시,기타요식업,커피빈,033-532-2220,강원특별자치도 동해시 일출로 107,에스프레소,2500,아메리카노,2500,오미자차,4500,,
강원특별자치도,동해시,중식,태백루,033-532-4003,강원특별자치도 동해시 동굴로 61-21,짜장면,5000,짬뽕,6000,간짜장,6000,,
강원특별자치도,동해시,한식,동해장칼국수,033-532-2556,강원특별자치도 동해시 일출로 2-6,장칼국수,7000,,,,,,
강원특별자치도,동해시,한식,시골,033-521-0163,강원특별자치도 동해시 지양길 9,보리밥,6500,만두국,6500,장칼국수,6500,,
강원특별자치도,동해시,한식,경남보리밥집,033-533-6317,강원특별자치도 동해시 해안로 511,뷔페,6000,,,,,,
강원특별자치도,동해시,한식,원고기마트 식육식당,033-531-7770,강원특별자치도 동해시 동해대로 5466,한우 소불고기 1인분,10000,우족탕,10000,한우곰탕,10000,,
강원특별자치도,동해시,기타요식업,뒷드루쉼터,,강원특별자치도 동해시 오일장길 10,아메리카노,3000,오미자차,4000,,,,
강원특별자치도,동해시,기타요식업,커피멜로우,,"강원특별자치도 동해시 동굴1길 97, 1층",아메리카노,2000,에스프레소,2000,그릭요거트,6800,,
강원특별자치도,동해시,한식,동해칼국수,033-522-6966,강원특별자치도 동해시 전천로 171,칼국수,8000,장칼국수,8000,,,,
강원특별자치도,동해시,한식,광천막국수,033-533-0113,"강원특별자치도 동해시 평릉길 21-18, 1층",광천막국수,10000,메밀꿩만두,10000,,,,
강원특별자치도,동해시,한식,어향,033-532-8292,강원특별자치도 동해시 중앙시장길 24,고등어구이+나베,10000,꽁치구이+나베,10000,조기구이+나베,10000,,
강원특별자치도,동해시,한식,스마일전떡볶이,033-535-3770,강원특별자치도 동해시 시장안길 18 (발한동) 1층,잔치국수,4000,비빔국수,5000,장칼국수,6000,,
강원특별자치도,동해시,일식,"온다, 동해",033-535-4860,"강원특별자치도 동해시 일출로 151 (묵호진동) 2, 3호",연어초밥(10p),15000,전복초밥,9000,문어덮밥,13000,,
강원특별자치도,동해시,미용업,초록머리방,033-533-6055,강원특별자치도 동해시 항골길 3-2 (천곡동) 1층,커트,10000,염색(커트 포함),30000,펌(커트 포함),30000,,
강원특별자치도,동해시,한식,틈새김밥,033-522-6155,강원특별자치도 동해시 일출로 23 (발한동) 1층,김밥,2500,땡초김밥,3000,떡볶이,4000,,
강원특별자치도,동해시,기타요식업,프렌치키스,033-532-6700,"강원특별자치도 동해시 한섬로 73, 118호",아메리카노,2000,헤이즐넛,2500,과일빙수,9500,,
강원특별자치도,동해시,일식,늘봄공방카페,033-533-4969,"강원특별자치도 동해시 샘실3길 66, 1층",늘봄롤,10000,돈가스+미니우동,10000,우동,6000,,
강원특별자치도,동해시,한식,송가네숯불구이,033-532-2292,"강원특별자치도 동해시 발한로 176, 1층 25호",생삼겹살,12000,생목살,12000,숯불돼지갈비,12000,,
강원특별자치도,동해시,한식,묵호물회 본점,033-534-0478,"강원특별자치도 동해시 샘실3길 24, 1층",물회,10000,회덮밥,10000,,,,
강원특별자치도,동해시,중식,명성반점,033-533-8882,"강원특별자치도 동해시 평원로 110, 상가동 203호","짜장면(점심, 홀)",4000,"짬뽕(점심, 홀)",7000,,,,
강원특별자치도,동해시,일식,신라횟집,033-533-1108,"강원특별자치도 동해시 감추4길 30, 1층",물회(점심),10000,횟밥(점심),10000,무침회+고등어구이+매운탕(점심),10000,,
강원특별자치도,동해시,미용업,가위손미용실,,"강원특별자치도 동해시 전천로 313, 1층",펌,30000,커트(일반),13000,커트(학생),10000,,
강원특별자치도,동해시,숙박업,별무인텔,033-533-6000,강원특별자치도 동해시 부곡로 9,"숙박(비수기, 평일)",40000,대실(5시간),30000,,,,
강원특별자치도,동해시,한식,물회랑,033-535-1962,"강원특별자치도 동해시 일출로 131, 1층",물회,13000,회덮밥,13000,,,,
강원특별자치도,동해시,양식,맛있는베트남 쌀국수,,강원특별자치도 동해시 대동로 109-2,베트남쌀국수,9000,반미,8000,반쎄오,10000,,
강원특별자치도,동해시,양식,히즈쿡스,070-7574-2081,"강원특별자치도 동해시 한섬로 73, 상가동 101호",마늘오일파스타,8000,또띠아피자,7000,하우스샐러드,6000,,
강원특별자치도,동해시,한식,토리분식,070-4833-2687,"강원특별자치도 동해시 선돌길 27, 1층",오징어덮밥,8000,라면,4000,제육덮밥,8000,,
강원특별자치도,동해시,기타요식업,카페앤씨,,강원특별자치도 동해시 임항로 49,아메리카노,2000,아이스아메리카노,2500,,,,
강원특별자치도,동해시,한식,동해삼겹살,0507-1347-1360,강원특별자치도 동해시 감추5길 30,삼겹살,10900,목살,10900,,,,
강원특별자치도,동해시,한식,주바라기,033-534-1869,"강원특별자치도 동해시 발한복개로 34, 1층",만둣국,6000,찐빵(6개),5000,수제비,6000,,
강원특별자치도,태백시,한식,할매곱창,,강원특별자치도 태백시 동태백로 385(철암동),돼지곱창(400g),10000,갈매기살 (200g),13000,삽겹살 (200g),13000,돼지갈비(250g),13000
강원특별자치도,태백시,한식,희진숯불갈비,033-553-9088,강원특별자치도 태백시 반딧불길 1-6(황지동),된장찌개,7000,소불백(200g),17000,,,,
강원특별자치도,태백시,한식,하나로식당,033-554-1567,강원특별자치도 태백시 시장안1길 24(황지동),한우양념 불고기(200g),27000,생등심 (200g),32000,생갈비살 (200g),32000,,
강원특별자치도,태백시,한식,다복한정식,033-581-6600,강원특별자치도 태백시 장성로 36(장성동),다복한정식,8000,갈비탕,14000,삼겹살 (200g),14000,,
강원특별자치도,태백시,한식,강릉족발,033-553-3458,강원특별자치도 태백시 번영로 144(황지동),왕족발 (4인분),28000,왕족발 (3인분),21000,왕족발 (2인분),14000,,
강원특별자치도,태백시,한식,항아리수제비,033-553-6039,강원특별자치도 태백시 번영로 192-3(황지동),항아리수제비,5000,칼국수,5000,장칼국수,6000,,
강원특별자치도,태백시,한식,면사무소,033-553-5358,강원특별자치도 태백시 동태백로 410(철암동),멸치국수,6000,칼국수,7000,,,,
강원특별자치도,태백시,한식,왕김밥,033-552-8858,강원특별자치도 태백시 황지로 243(황지동),김밥1줄,2000,치즈김밥1줄,3000,땡초김밥1줄,3000,,
강원특별자치도,태백시,이용업,황원이용소,,강원특별자치도 태백시 광장로 17(황지동),이발,17000,면도,15000,컷트,15000,,
강원특별자치도,태백시,한식,풀미당국수,,강원특별자치도 태백시 번영로 369(황지동),들깨칼국수,5000,바지락칼국수,6000,팥칼국수,6000,,
강원특별자치도,태백시,미용업,뷰티 바이올렛,033-552-9577,강원특별자치도 태백시 황지로 112(황지동),컷트,15000,일반펌,40000,,,,
강원특별자치도,태백시,숙박업,태백산한옥민박,033-552-2367,강원특별자치도 태백시 소롯골길 34(소도동),안채(10~16명),200000,,,,,,
강원특별자치도,태백시,한식,맛있는치킨,033-552-9982,"강원특별자치도 태백시 해지개길 24, 205호(황지동)",후라이드,15000,양념통닭,16000,순살후라이드,19000,순살양념,20000
강원특별자치도,태백시,미용업,정헤어,033-554-4075,강원특별자치도 태백시 버들치길 8(소도동),커트,12000,커트(학생),9000,파마,35000,파마(학생/어르신),30000
강원특별자치도,태백시,한식,태백갈곰탕,033-552-5565,강원특별자치도 태백시 강원남부로 312 (통동) 태백갈곰탕,한우사골곰탕,8000,얼큰사골곰탕,8000,,,,
강원특별자치도,태백시,한식,정가네왕만두,033-553-0207,강원특별자치도 태백시 연지로 9 (황지동) 정가네왕만두,옥수수만두,5000,옥수수찐빵,5000,,,,
강원특별자치도,태백시,한식,부경한우,033-553-7706,강원특별자치도 태백시 황지연못길 6-8 (황지동) 부경한우,삼겹살,13000,돼지갈비,13000,,,,
강원특별자치도,태백시,한식,기차놓친가락국수,033-582-8009,"강원특별자치도 동태백로 434, 쇠바우골장터 9호",가락국수,5000,잔치국수,6000,돈까스,9000,,
강원특별자치도,태백시,기타비요식업,앨범스튜디오,033-552-2688,강원특별자치도 번영로 152 유진아트빌상가 203호,여권 * 6매,13000,반명함 * 6매,13000,비자 * 4매,16000,,
강원특별자치도,태백시,기타요식업,마리,033-552-2669,강원특별자치도 태백시 황연5길 17(황지동),돈까스(아메리카노포함),10000,,,,,,
강원특별자치도,속초시,한식,동강청정한우앤한돈,033-637-3775,강원특별자치도 속초시 선사로 7-10,한우청국장,9000,,,,,,
강원특별자치도,속초시,한식,삼오정,033-635-3501,강원특별자치도 속초시 먹거리6길 5,"냉동삼겹살(200g, 수입산)",10000,,,,,,
강원특별자치도,속초시,미용업,심미주헤어샵,033-636-6302,강원특별자치도 속초시 만천1길 42-1,커트(남),10000,커트(여),13000,,,,
강원특별자치도,속초시,양식,꼬시네돈가스,033-635-4994,강원특별자치도 속초시 수복로 217,수제돈가스,9000,,,,,,
강원특별자치도,속초시,숙박업,스마일리조트,0507-1392-7118,강원특별자치도 속초시 청봉로5길 5-9,더블(성수기),70000,트윈(성수기),80000,,,,
강원특별자치도,속초시,한식,갱수네맛집,033-637-0048,강원특별자치도 속초시 미시령로 3376-4,모둠회(소),50000,,,,,,
강원특별자치도,속초시,숙박업,속초휘테,0507-1409-4377,강원특별자치도 속초시 장안로1길 17-5,"도미토리(4인실 기준) 평일 1인, 비수기",20000,,,,,,
강원특별자치도,속초시,한식,도란도란,033-632-6855,강원특별자치도 속초시 중앙로 126-1,쫄돈,10000,밥돈,9000,,,,
강원특별자치도,속초시,한식,원조도문집칼국수,033-633-5150,강원특별자치도 속초시 수복로 199,칼국수,8000,냉칼국수,8000,,,,
강원특별자치도,속초시,기타요식업,테라디움,033-633-3691,강원특별자치도 속초시 배움터길 19-1,아메리카노,3500,카페라떼,4500,,,,
강원특별자치도,속초시,양식,눈꽃,0507-1315-4297,강원특별자치도 속초시 조양로 104,등심돈가스,9500,,,,,,
강원특별자치도,속초시,한식,수원갈비,033-633-2757,"강원특별자치도 속초시 엑스포로1길 28, 1층",특선돼지불고기백반,9000,,,,,,
강원특별자치도,속초시,한식,먹거리포차,033-631-4007,강원특별자치도 속초시 먹거리5길 21,장치매운탕(소),30000,두루치기,20000,,,,
강원특별자치도,속초시,한식,화진호이선장네,0507-1417-0750,"강원특별자치도 속초시 먹거리4길 18-1, 1층",대구탕,15000,물회,15000,회덮밥,15000,,
강원특별자치도,속초시,한식,금주언니포장마차,,강원특별자치도 속초시 청대로204번길 18,한우육회,25000,,,,,,
강원특별자치도,속초시,한식,경아식당,033-636-2774,"강원특별자치도 속초시 중앙로147번길 16, 2층 158호",돌솥비빔밥,8000,,,,,,
강원특별자치도,속초시,한식,문어랑,033-632-6951,"강원특별자치도 속초시 영랑해안7길 18, 1층",문어삼합(소),55000,문어맑은탕(소),55000,,,,
강원특별자치도,속초시,기타요식업,뮤토로스팅플랜트2,0507-1348-1271,강원특별자치도 속초시 이목로 21-3,카페라떼,5000,우유,3000,아메리카노,3900,,
강원특별자치도,속초시,기타요식업,비치카페,0507-1461-8893,강원특별자치도 속초시 해오름로 129,아메리카노(ice),4000,카페라떼(ice),5000,,,,
강원특별자치도,속초시,기타요식업,미션매니아카페,033-631-5559,"강원특별자치도 속초시 중앙로108번길 5-1, 1층",단호박 샌드위치,6900,아메리카노,3900,복숭아 아이스티,3900,,
강원특별자치도,속초시,한식,화톳불,033-636-6976,강원특별자치도 속초시 먹거리길 10,두루치기(1인),13000,,,,,,
강원특별자치도,속초시,한식,응봉할매,033-633-7876,강원특별자치도 속초시 먹거리1길 18,갈비탕,12000,설렁탕,10000,,,,
강원특별자치도,속초시,기타요식업,언들,033-637-1784,강원특별자치도 속초시 먹거리길 36,소금빵,2300,아메리카노,3500,카페라떼,4000,,
강원특별자치도,속초시,양식,돈까스아저씨본점,033-633-8856,강원특별자치도 속초시 먹거리7길 18,수제생등심돈가스,10000,온우동,7000,,,,
강원특별자치도,속초시,한식,완도회식당,033-631-1418,강원특별자치도 속초시 먹거리4길 21,산오징어 물회,20000,산오징어 회덮밥,20000,,,,
강원특별자치도,속초시,숙박업,스머프하우스,0507-1351-8177,강원특별자치도 속초시 하도문2길 7,2인 독채(주중) 비수기,100000,2인 독채(주말) 비수기,120000,,,,
강원특별자치도,속초시,기타비요식업,준(JJun) 골프,0507-1364-3262,강원특별자치도 속초시 번영로 129번길 22,월 이용료,120000,,,,,,
강원특별자치도,속초시,미용업,모리헤어,033-637-4365,강원특별자치도 속초시 만천길 10,커트,13000,학생커트,11000,파마,35000,,
강원특별자치도,속초시,기타요식업,니어앤디어브런치카페,0507-1361-5656,강원특별자치도 속초시 번영로129번길 5,크림스프,6800,,,,,,
강원특별자치도,속초시,한식,옛날집녹원갈비,033-636-9321,강원특별자치도 속초시 교동로 30,"양념돼지갈비(300g, 국내산)",19000,,,,,,
강원특별자치도,속초시,한식,하나갈비,0507-1425-3638,강원특별자치도 속초시 선사로2길 7-5,"돼지양념갈비(250g, 국내산)",17000,"삼겹살(200g, 국내산)",16000,,,,
강원특별자치도,속초시,한식,국수네,033-636-0352,강원특별자치도 속초시 선사로1길 11 (조양동) 1층,비빔국수,6000,칼국수,7000,,,,
강원특별자치도,속초시,기타요식업,밥테일베이커리,0507-1349-5822,강원특별자치도 속초시 번영로 107,까눌레,3000,,,,,,
강원특별자치도,속초시,기타요식업,츄러스 미,0507-1490-1721,강원특별자치도 속초시 중앙로147번길 31,오리지널 츄러스,4500,토핑 츄러스,4800,,,,
강원특별자치도,속초시,한식,돌돼지314,0507-1313-3018,강원특별자치도 속초시 밤골2길 18,목살(220g),18000,돼지고기세트(600g),49000,,,,
강원특별자치도,속초시,기타요식업,딜리조이,0507-1348-0518,"강원특별자치도 속초시 번영로129번길 5, 103호",왕갈비쌀국수,14000,야채반미,7500,,,,
강원특별자치도,속초시,한식,청대골,0507-1350-0399,강원특별자치도 속초시 번영로43번길 18-12,삼겹살(180g),15000,냉면,4000,,,,
강원특별자치도,속초시,숙박업,설악온천맘모스리조텔,0507-1473-8811,강원특별자치도 속초시 청봉로5길 22,"일반실(평일, 비수기)",40000,"특실(평일, 비수기)",70000,,,,
강원특별자치도,속초시,한식,토종순대국,033-636-9902,강원특별자치도 속초시 번영로31번길 5,순대국밥,8000,소머리국밥,9000,,,,
강원특별자치도,속초시,한식,못난이찜,0507-1467-8299,강원특별자치도 속초시 먹거리2길 16-4(교동),문어전복해물찜,55000,,,,,,
강원특별자치도,속초시,한식,장안호떡분식,033-637-1253,강원특별자치도 속초시 수복로 71(교동),떡볶이,4000,라면,3500,,,,
강원특별자치도,속초시,일식,유키야마,033-631-3711,"강원특별자치도 속초시 먹거리8길 20, 1층(교동)",참치회,42000,초밥,20000,,,,
강원특별자치도,속초시,한식,숯닭숯닭,0507-1460-0010,"강원특별자치도 속초시 청초호반로 82, 1층(조양동)",모둠숯불닭구이(640g),40000,,,,,,
강원특별자치도,속초시,한식,유명찐빵,033-638-0453,강원특별자치도 속초시 동해대로 3930번길 12,찐빵(5개),8000,감자떡(10개),6000,,,,
강원특별자치도,속초시,한식,해마루회포장,0507-1333-1501,"강원특별자치도 속초시 선사로1길 19, 1층(조양동)",모듬 小(2인),43000,모듬 大(3-4인),63000,,,,
강원특별자치도,속초시,한식,장작보리밥 척산점,033-631-5025,강원특별자치도 속초시 척산양지말길 47(노학동),보리밥 정식,13000,한우곰탕,13000,,,,
강원특별자치도,속초시,기타요식업,만천동,0507-1443-3204,강원특별자치도 속초시 만천7길 9,아메리카노,3500,레몬생강차,5000,,,,
강원특별자치도,속초시,한식,두레감자탕,033-632-2988,"강원특별자치도 속초시 중앙로121번길 24, 1층",뼈해장국,10000,감자탕(소),25000,,,,
강원특별자치도,속초시,기타요식업,카페 쉼표,0507-1318-4261,강원특별자치도 속초시 농공단지 1길 4,아메리카노,2500,레몬티,4500,,,,
강원특별자치도,속초시,한식,제제네식탁,0507-1431-4125,"강원특별자치도 속초시 조양로 105번길 12, 1층",양념새우장(1인분),15000,간장새우장(1인분),15000,,,,
강원특별자치도,속초시,일식,막써는 회포차,0507-1343-4719,"강원특별자치도 속초시 중앙로 17번길 11, 110호",광어+우럭(소),39000,,,,,,
강원특별자치도,속초시,한식,풍년 반찬가게,0507-1398-1201,강원특별자치도 속초시 선사로 5길 13,(흰)콩나물무침,1000,미역줄기볶음,2000,,,,
강원특별자치도,속초시,한식,닭서방 속초 숯불닭갈비,033-638-8292,강원특별자치도 속초시 먹거리 8길 17-1,닭갈비(1인분),14000,닭목살(1인분),14000,,,,
강원특별자치도,속초시,일식,아바이어시장 속초점,0507-1428-5026,강원특별자치도 속초시 대포항희망길 93-8,모듬회(중),69000,,,,,,
강원특별자치도,속초시,한식,속초중앙상회,0507-1487-3303,"강원특별자치도 속초시 중앙로 121번길 28, 151호",불향오징어볶음,33000,,,,,,
강원특별자치도,속초시,한식,도깨비우동,033-631-7077,"강원특별자치도 속초시 중앙로 3, 102호",어묵우동,8000,우동,7000,,,,
강원특별자치도,속초시,일식,청간머구리포차,,"강원특별자치도 속초시 조양로 181, 1층 1103호",해산물모듬,40000,문어숙회,50000,,,,
강원특별자치도,속초시,한식,면사무소,033-670-2660,강원특별자치도 속초시 번영로 105번길 10,칼국수,8000,,,,,,
강원특별자치도,삼척시,중식,가향,033-574-8547,강원특별자치도 삼척시 청석로 79-10,짜장면,5000,짜장밥,7000,,,,
강원특별자치도,삼척시,한식,강화가든,033-575-0011,강원특별자치도 삼척시 원당로2길 69,등심(200g),29000,,,,,,
강원특별자치도,삼척시,한식,고천순두부,033-574-5794,강원특별자치도 삼척시 청석로3길 8,청국장,8000,,,,,,
강원특별자치도,삼척시,한식,공룡밥그릇,033-574-1050,강원특별자치도 삼척시 언장2길 31,수제돈가스,8000,,,,,,
강원특별자치도,삼척시,양식,공삼삼돈까스,033-572-0339,"강원특별자치도 삼척시 진주로 12-21, 청년몰 204호",수제돈까스,8000,치즈돈까스,10000,,,,
강원특별자치도,삼척시,한식,교동면옥,033-573-9299,강원특별자치도 삼척시 정상안1길 13-3,육개장,9000,,,,,,
강원특별자치도,삼척시,한식,남천주물럭,033-574-5070,강원특별자치도 삼척시 남양길 14-13,된장찌개,5000,,,,,,
강원특별자치도,삼척시,한식,농가,033-573-0606,강원특별자치도 삼척시 삼척시 남양길 5,보쌈정식,9000,,,,,,
강원특별자치도,삼척시,세탁업,대광세탁소,033-572-8060,강원특별자치도 삼척시 봉황로 91-87,신사복드라이,8000,,,,,,
강원특별자치도,삼척시,한식,대청마루,033-574-7979,강원특별자치도 삼척시 사대안2길 26-12,된장찌개,5000,돼지갈비(300g),13000,,,,
강원특별자치도,삼척시,한식,동해바다,033-574-0987,강원특별자치도 삼척시 청석로 27-64,생선구이백반,7000,,,,,,
강원특별자치도,삼척시,한식,등대,033-574-0399,강원특별자치도 삼척시 남양길 14-41,육개장,8000,갈비탕,8000,,,,
강원특별자치도,삼척시,한식,맹가네해물찜,033-541-5959,강원특별자치도 삼척시 도계읍 도계로 4길 16-6,뚜구리탕,7000,감자옹심이,6000,,,,
강원특별자치도,삼척시,한식,명가해물,033-573-9950,강원특별자치도 삼척시 진주로 50-1,물회,10000,,,,,,
강원특별자치도,삼척시,한식,미숙이네 생선조림,033-574-7969,강원특별자치도 삼척시 중앙시장1길 17,가자미조림,45000,,,,,,
강원특별자치도,삼척시,한식,미호회관,033-574-0666,강원특별자치도 삼척시 남양길 33,돼지갈비(250g),15000,,,,,,
강원특별자치도,삼척시,한식,바다내음,033-574-3434,강원특별자치도 삼척시 남양길 25,동태알탕(점심특선),8000,,,,,,
강원특별자치도,삼척시,미용업,베데스다헤어,033-574-3164,강원특별자치도 삼척시 오십천로 295-7 103호,커트,10000,펌,30000,,,,
강원특별자치도,삼척시,한식,보리골돈이,033-572-1615,강원특별자치도 삼척시 대학로 4,보리밥,5000,,,,,,
강원특별자치도,삼척시,한식,부성식당,033-573-8396,강원특별자치도 삼척시 삼척시 척주로 52-1,옻오리,70000,,,,,,
강원특별자치도,삼척시,한식,석미한우집,033-574-9155,"강원특별자치도 삼척시 청석로 74, 206호",등심(200g),25000,,,,,,
강원특별자치도,삼척시,한식,수미갈비,033-575-7800,강원특별자치도 삼척시 정상로 61,돼지갈비(300g),16700,설렁탕,9000,,,,
강원특별자치도,삼척시,일식,수풀삼,0507-1376-1073,"강원특별자치도 삼척시 중앙로 261-1, 1층",연어사시미,28000,,,,,,
강원특별자치도,삼척시,한식,숯불마당갈비,033-573-8431,강원특별자치도 삼척시 성당길 75,돼지갈비(200g),12000,,,,,,
강원특별자치도,삼척시,한식,오징어보쌈,033-574-7787,강원특별자치도 삼척시 정상안길 100,오징어보쌈비빔밥(점심특선),9000,,,,,,
강원특별자치도,삼척시,한식,왕갈비,033-574-9266,강원특별자치도 삼척시 하실길 40-10,돼지갈비(250g),14000,,,,,,
강원특별자치도,삼척시,한식,왕김밥,033-572-8511,강원특별자치도 삼척시 삼척시 중앙시장1길 21-27,김밥,2000,참치김밥,2500,치즈김밥,2500,,
강원특별자치도,삼척시,한식,월드한우구이촌,033-573-4595,강원특별자치도 삼척시 청석로3길 15,육회비빔밥,12000,차돌된장,8000,,,,
